game_id,rating
2,1974.2228867545189
7,1993.1597651227144
11,1720.023932114731
14,1990.992730870682
27,2057.0012523949076
28,1731.5109859112588
32,2027.8573951590695
40,1734.2466364029208
41,1756.6429629629629
44,1577.483861028252
55,1823.746432082584
57,1750.7795641004877
60,1808.1359142600822
61,1900.3925804190771
62,1914.5439313727234
63,1971.687923864697
65,1718.4693849206349
68,1621.5535753106212
69,1791.629291639733
70,1729.7625271304655
78,1484.78625
82,1976.2436493079897
85,1638.4360937323545
86,1680.7375412236634
90,1770.4383333333333
91,1614.7739901891705
92,1969.9557760102414
93,1646.8000000000002
94,1766.8669444444442
100,1774.3566666666666
102,1714.2562540557847
103,1996.7104907352818
107,1780.48
110,1780.6833333333334
119,2024.636709235378
121,1776.7700264550265
125,2046.9235648095112
130,1691.3282424242423
131,1931.013022815014
135,1730.470786834747
137,2073.0241625657777
138,1311.195996489997
139,2027.995106231401
145,1945.5732022497461
151,1921.294177345039
152,1872.5242929965125
155,1950.0739750016066
161,1992.6660373033747
162,1816.5344579152681
167,1938.0440196078434
168,1885.3225
173,1960.7663694751247
175,1877.1547720935218
177,1942.073982463354
184,1797.1266666666668
188,1660.9367698712408
191,1806.252396226624
195,2024.9808149354951
198,1647.1466666666668
200,1859.061820805439
201,2051.186133337989
206,1998.0832665774751
207,1969.2444451112142
208,1673.2978237967295
212,2068.412849001802
213,1980.3706972681002
219,1800.9021587301588
221,1751.7624137622374
223,1578.9
230,2050.7693275056076
231,1559.4997937710436
232,2055.738976763327
235,1556.6451666666667
238,1895.335308741351
239,1996.154884985379
240,1857.1943744909324
243,1750.1380595238095
244,2046.1468833613512
251,1816.3666666666666
255,1569.6033333333332
256,1802.7309700091575
258,1978.1329940767248
259,1660.649360412404
261,1771.0033976706475
262,1669.4203441298444
263,1319.8184184335187
264,1761.0146825396826
265,1780.1383333333333
269,1995.33156391819
270,1840.5275593894376
273,2044.7189410141393
276,1386.008993729635
278,1778.69
281,2018.793276663352
285,1732.1548800207977
286,1725.0933333333332
288,1816.3101065073272
291,1606.864204741208
295,1462.5010185185185
296,1576.9245548222236
305,1716.7486823361824
307,1732.8966666666668
309,1780.23
310,1693.3872144441586
312,1675.822925767547
320,1652.5112008092694
322,1840.837094109701
323,2101.342426869635
324,2046.5025813179607
327,1992.8201743625787
329,1973.787989656725
330,1623.4344589552493
333,2057.0109266205613
334,1657.55
335,1784.527465493444
338,1855.797993886183
342,1737.432912567184
346,1673.031326620568
347,1656.4390721613238
350,2007.4191416111657
351,1817.177384368506
354,1639.5078580083048
361,1821.5450595238092
366,1759.224657448729
369,1588.2266666666667
371,1692.641219222969
374,2029.8386575118143
375,1760.7266666666667
376,1775.4416666666666
378,1628.4866666666667
386,1568.08
389,1658.9814362107447
398,2053.6653461427295
400,2010.3371247433363
401,2051.473257054882
402,1772.5856360935509
403,1963.3702480705203
410,1981.6229262346437
412,1527.2508898840624
416,1670.8065195556167
418,1865.9260049067143
419,2007.8749862444292
420,2016.161477583126
425,1862.3691152499387
428,1705.6490833916898
429,1657.6138623007714
435,1755.2266666666667
439,1734.0219246031747
441,1739.4199274340135
443,1841.2367606268688
446,1739.324213214879
450,1454.3466666666666
451,1884.3389330499701
452,1660.2325037037035
456,1540.40392402611
462,1678.4744662594528
463,1968.0706776569857
464,1877.2216790605717
465,2039.5330011600765
466,1953.1386324786322
469,1658.0607106034313
470,1550.9991471017297
472,1614.96
473,1849.9948631336244
476,2071.6160290207513
477,1711.9743884403176
478,1484.518
479,1778.9033333333334
481,1594.8790752787284
482,1812.5226977167795
483,2000.893592091545
485,1799.926194966768
487,1975.241920141764
488,1729.95
490,1934.0693295801877
500,1688.0859245378292
508,1574.7061874002125
509,1930.7669069716774
512,1754.9441666666667
518,2035.2166666666667
520,1896.9026244426661
522,1711.6078931544866
523,1715.594745754891
528,1732.1795072536445
530,1357.9016666666666
533,1689.4606645674148
534,1806.9559381127754
542,1498.646
544,1989.9147485600365
546,1827.1259330409812
550,1592.473628526487
551,1741.98
559,1978.0521895794993
560,2023.6481284410738
563,1964.417214375477
566,1652.2725021858078
569,1955.7023513884365
573,1993.7246739981094
574,1945.5102040060815
578,1952.7892106710067
579,1970.8310795624732
589,1712.3609304145832
594,1756.968103542103
595,1778.6256604260543
599,1985.9782885007855
601,1716.4240476190478
605,1751.2566666666667
608,2034.6072475594976
610,1678.6033333333332
616,1751.700409058382
619,1575.1588725825902
631,1662.2058391872588
633,1777.324726994267
636,1860.8132067838
639,1956.0297906062767
644,1978.975928968639
647,2017.0090321685168
650,1670.9089287634506
651,2022.1085903666724
652,1707.220244864576
655,1731.6066666666666
659,1782.2533333333333
663,1888.1008333333334
668,1868.624184439351
672,1758.7353143543917
680,1767.08364566809
683,1681.1430041771093
685,1976.864231979549
688,1782.1816666666666
693,1683.5048118469876
700,2041.489435679348
702,1614.6698944092254
703,1604.6923582544114
708,1786.3905873015872
710,1722.810035633138
713,1659.5855435302296
714,1958.7782967083244
719,1713.888188824904
723,1362.6233333333332
729,1708.678626053476
730,1897.6153160261106
738,1664.720341564151
739,2030.3753845413162
740,1889.0324006269814
741,1778.7801354371954
742,2069.800868260083
744,2068.83269977199
747,1824.7187460167818
748,2000.768544583176
753,1967.5795257034565
754,1842.0141643352745
761,1921.8448280669038
762,1610.4989468364338
763,1679.9266666666667
776,1713.4434528684055
781,1800.3449276895944
782,1985.5402191052838
786,2058.038735427384
788,1867.6378802960016
791,2009.5556381856236
793,1758.255
797,1781.3436183732783
800,1765.358382254678
801,1792.9356746031747
811,1980.4295754523114
812,1641.6142471982043
813,1617.3733333333332
814,2035.062677619306
815,1757.9
818,1663.8617364995885
820,2022.4540392301108
824,2013.507608195737
828,1913.0676791405724
837,1564.5109892977396
838,1778.1458333333333
839,1773.8066666666666
842,1687.9694994209299
845,2063.1179368655794
847,1954.7093444952302
854,2023.807994736107
858,1779.6665771509788
860,1605.464513663253
861,1644.4762037037037
862,1991.860392404354
867,2026.528374610962
872,1730.1169594963148
874,1479.3498950745193
879,2008.7493473094953
883,1827.3125595658082
895,1639.3375185763632
896,1962.0031229056708
899,1789.3257142857144
900,1930.7664494547928
901,1728.9376656483848
903,1567.7031709722062
906,1931.7222983614006
907,1743.8255158730158
908,1847.0679582578234
909,1663.5644893920694
910,1651.9186452991453
913,1851.197647119103
914,1809.5567861216402
917,1706.6069290352623
918,2044.1847759798422
919,1894.1090339218213
921,1808.8749315280127
923,1756.9100932447177
925,2045.5251899495
926,1812.0761149478724
927,1963.7632545003742
937,1895.422489227005
939,1786.7183333333332
951,1970.5019269424263
957,1984.7338183682175
959,1800.4388333333334
960,1722.7468222048888
965,1829.7474098715652
967,1984.5715599703342
973,1740.320064102564
975,1645.9465173773494
977,1767.537344877345
984,2012.5906500913152
986,1875.8073656321037
988,1721.6081030986848
990,2051.648974612313
993,1961.259812814442
997,1585.4566666666667
998,2058.966374563503
1005,1775.9983333333332
1007,1729.5289087301587
1008,1688.3924603174603
1010,2013.6772009781705
1015,1732.2777944135703
1018,1914.8461323504437
1019,2051.358789532448
1021,1669.6144230769232
1027,1799.6661000189176
1028,1861.6622096876497
1029,1617.469450944559
1031,1959.5366900979327
1039,1531.4582523196802
1041,1923.7761758533698
1043,2008.2958943938402
1048,1874.1233131980912
1049,1668.2143777777776
1050,1860.8965543506579
1051,2007.246307256521
1052,1674.526105955665
1053,1608.3659638027384
1056,1543.7395958150664
1061,1835.6626068960277
1062,1853.1215151515153
1065,2028.145405436034
1074,1578.7168999999997
1076,1615.6818373602298
1077,1388.2321070314058
1080,1749.6042615315368
1085,1960.7748759003266
1100,1923.0681529800158
1101,1812.2983333333334
1103,2021.5721378390763
1106,1742.7433333333333
1108,2023.6946367149087
1109,2046.4524290741278
1110,1809.4410876274824
1114,1625.5433908642915
1115,2071.710582915255
1123,2097.079036157384
1126,1661.205289924194
1128,1651.3981901366506
1131,1619.7621694277602
1132,1579.9233333333334
1135,1778.063
1136,1557.3048053733519
1137,2036.248690795764
1138,1649.2752503843847
1140,2041.8494839333332
1149,1981.5217389782622
1152,1873.5887330131989
1153,2011.5899084184246
1154,1469.6032260179434
1156,1960.359128497319
1157,1770.4246481481482
1160,1701.212409261278
1162,1781.8974601672862
1164,2011.5886512526051
1166,1827.0574621947062
1167,1834.4685273025923
1172,1643.8431623218974
1175,1791.1495751633988
1178,1797.55
1180,1984.7044826018969
1182,1804.4287692307696
1183,1899.205654328136
1187,1971.347049060036
1189,1997.9733333333334
1191,2041.9241659760976
1193,1670.631813526698
1195,1739.7555805860807
1196,1897.3662678425812
1199,1808.5572266020642
1201,1359.748826737798
1203,1759.0376944444445
1204,2085.0921860365816
1208,1787.3695455490686
1211,1588.3777991012753
1216,2088.262843929095
1223,1952.9458235436502
1227,1801.4150195505745
1229,1459.9757045695042
1232,1598.8490540436899
1234,1775.73125
1235,1878.706186374963
1236,2017.853504653532
1243,2020.1661508404068
1244,1660.4602170783014
1246,1687.1730414247518
1255,1735.4759888999888
1258,1991.8887022455572
1259,1750.803471629303
1264,2043.957647556316
1268,2094.447929443867
1281,1990.034347599195
1284,1871.6673003638193
1291,1669.6308025975811
1294,1818.8651796817744
1295,1654.558722131114
1296,1623.1993946390312
1297,1740.301388888889
1298,1660.4243439962627
1301,1898.5723161245094
1302,1952.5422405372406
1316,1694.887731211568
1322,1930.308969220003
1323,1675.4632329755927
1325,1590.7433333333333
1326,2005.1627944871582
1337,1882.1544758666248
1341,1758.802543168339
1343,1588.17623764502
1354,1550.3281679257561
1358,1722.1675
1359,1609.2889882858049
1362,1775.32
1369,2009.0420078396373
1373,1594.5733333333333
1387,1970.4570016683845
1388,1750.35
1391,1867.3385757575759
1392,1916.7837558067706
1397,1619.5969898491405
1400,1860.0714417697636
1402,1633.5655533752738
1405,1839.8433333333332
1406,1764.0333333333333
1408,1969.3202828282829
1409,1667.0907758273356
1413,1820.9693626984126
1417,1809.8122641665748
1418,2013.4769677928384
1421,1915.792415290509
1423,1797.9639444444445
1429,1797.5122285124578
1432,2033.5371943362159
1436,2036.8902688423882
1437,1764.7633333333333
1440,1664.1691655115035
1441,1781.2525335285627
1444,2062.477345444193
1445,2008.7920842579167
1447,1944.694023044237
1453,1598.170783058044
1462,1715.3159322241734
1464,2069.8128424692327
1465,1723.2848715130074
1469,2109.444059588818
1473,1952.3526951212373
1477,1748.8284188136518
1481,1860.2066666666667
1482,1725.0333435716434
1485,1423.6622988505746
1488,1895.1881163169355
1490,1646.8016578188194
1494,1959.558550475634
1505,2012.8106109485414
1506,1824.4086445585235
1508,2009.2352872542458
1512,2017.9548163950708
1517,1657.1089158023344
1519,1949.3388424331145
1526,1573.4466666666667
1532,1838.477279314104
1533,2005.2577935327965
1536,2035.4144839860207
1539,1646.24511806702
1540,1625.4416531375039
1541,1707.1758600577914
1551,1959.9757451474334
1555,2077.963937558698
1557,1947.5874826140969
1558,1904.657305441838
1559,1804.818567941318
1562,1988.8867221378391
1566,1891.2014960420674
1567,1762.9596296296295
