row_id,0
70128,179.9728
70129,188.00215
70130,148.5933
70131,212.16135
70132,69.7557
70133,62.36794
70134,49.29142
70135,83.01027
70136,168.69685
70137,175.13951
70138,138.08482
70139,198.36826
70140,63.245144
70141,55.002144
70142,42.5433
70143,75.74251
70144,178.8973
70145,187.23639
70146,147.36143
70147,209.96777
70148,67.690956
70149,61.625343
70150,48.036892
70151,81.30039
70152,151.79216
70153,156.7478
70154,123.32385
70155,177.889
70156,53.33044
70157,46.597572
70158,35.505177
70159,64.275444
70160,90.60403
70161,91.48139
70162,69.8197
70163,110.36843
70164,17.810951
70165,15.691732
70166,7.7903852
70167,27.061289
70168,137.95514
70169,142.93332
70170,111.44189
70171,164.52676
70172,46.127945
70173,39.18634
70174,29.165716
70175,57.065857
70176,186.68025
70177,194.62587
70178,156.98676
70179,217.80783
70180,77.58292
70181,71.458984
70182,58.283855
70183,92.39845
70184,175.70369
70185,181.93378
70186,145.88599
70187,204.22514
70188,70.61266
70189,63.679405
70190,50.96544
70191,84.94347
70192,184.68323
70193,193.01921
70194,154.4318
70195,214.7259
70196,74.85455
70197,70.356804
70198,56.74624
70199,90.51382
70200,158.85812
70201,163.44392
70202,131.20837
70203,184.451
70204,61.10944
70205,55.633835
70206,43.89026
70207,74.17779
70208,99.51973
70209,100.41927
70210,78.64011
70211,119.898094
70212,24.474384
70213,24.412752
70214,16.776579
70215,36.647327
70216,145.35126
70217,149.76433
70218,120.10862
70219,171.3972
70220,54.07854
70221,48.52629
70222,38.531265
70223,67.24383
70224,195.33655
70225,203.1997
70226,167.11938
70227,225.17632
70228,87.86869
70229,83.74754
70230,70.2136
70231,104.49554
70232,184.65247
70233,190.79152
70234,155.68991
70235,212.19455
70236,80.60972
70237,75.6493
70238,62.71086
70239,96.85045
70240,192.64354
70241,201.02386
70242,163.68913
70243,221.72162
70244,85.05207
70245,82.23184
70246,68.67172
70247,102.7332
70248,168.14441
70249,172.64459
70250,141.41214
70251,193.43607
70252,71.88776
70253,67.83511
70254,55.50327
70255,86.99166
70256,110.82378
70257,111.67784
70258,89.97442
70259,131.61154
70260,34.184048
70261,35.745556
70262,28.530863
70263,49.08766
70264,155.26634
70265,159.23232
70266,131.05945
70267,180.6847
70268,64.99587
70269,60.836388
70270,50.883595
70271,80.115776
70272,205.96262
70273,213.24678
70274,178.59207
70275,234.35954
70276,100.654305
70277,98.08006
70278,84.25807
70279,118.5681
70280,195.47142
70281,201.08298
70282,167.27032
70283,222.22507
